"","iteration","Team","teamId","primaryKey","lastName","firstName","Position","jerseyNum","ovr_rating","speed_rating","acceleration_rating","strength_rating","agility_rating","awareness_rating","catching_rating","carrying_rating","throwPower_rating","throwAccuracy_rating","kickPower_rating","kickAccuracy_rating","runBlock_rating","passBlock_rating","tackle_rating","jumping_rating","kickReturn_rating","injury_rating","stamina_rating","toughness_rating","trucking_rating","elusiveness_rating","bCVision_rating","stiffArm_rating","spinMove_rating","jukeMove_rating","impactBlocking_rating","runBlockStrength_rating","runBlockFootwork_rating","passBlockStrength_rating","passBlockFootwork_rating","powerMoves_rating","finesseMoves_rating","blockShedding_rating","pursuit_rating","playRecognition_rating","manCoverage_rating","zoneCoverage_rating","spectacularCatch_rating","catchInTraffic_rating","routeRunning_rating","hitPower_rating","press_rating","release_rating","throwAccuracyShort_rating","throwAccuracyMid_rating","throwAccuracyDeep_rating","playAction_rating","throwOnTheRun_rating","height","weight","age","portraitId","id","_version_","encryptedId","Name","NameRM","Key","Rank"
"215",1,"CIN",2,2112,"Wenning","Keith","QB",3,63,71,80,55,74,53,39,67,86,75,15,12,11,14,20,77,10,88,93,87,34,44,64,25,50,55,11,11,11,14,14,10,10,21,19,31,13,12,15,15,15,12,10,15,78,77,73,53,75,75,225,25,6633,"0d8ec967-e16d-4bac-b8c4-f41e33f64b62",1542388797101047808,"l4f4fpkb5u50jnaim1la2faf6c","Keith Wenning","keithwenning","QBkeithwenning",3
"197",1,"CIN",2,17903,"Licata","Joe","QB",8,61,75,80,60,77,50,42,68,81,70,24,20,32,21,39,75,19,90,90,85,62,42,73,56,48,66,30,20,19,19,18,9,9,21,28,50,12,18,20,20,18,11,9,19,80,74,71,71,82,74,210,23,8113,"9cc08e6a-1d0f-4136-b65a-40c6c4d5053b",1542388797015064576,"960ugqed3rhltlu0rbsguj8c5k","Joe Licata","joelicata","QBjoelicata",4
"151",1,"CIN",2,323,"Bernard","Giovani","RB",25,86,91,94,59,95,86,70,89,30,25,23,15,44,53,35,83,83,84,94,66,57,90,92,75,91,94,42,45,40,44,48,20,30,32,40,15,19,29,65,78,77,20,20,54,35,30,20,15,15,69,205,24,5690,"4982c3f0-c3bd-4b85-adbf-43f35b2b8939",1542388796794863616,"vgeb0onp1vqoisk7bhljrnd6co","Giovani Bernard","giovanibernard","RBgiovanibernard",1
"182",1,"CIN",2,9876,"Hill","Jeremy","RB",32,81,87,90,78,83,84,65,81,32,25,20,22,50,69,45,80,25,94,82,84,89,79,88,90,83,83,50,54,50,55,47,10,10,42,44,21,15,13,59,69,52,12,10,69,35,30,20,15,15,73,235,23,6449,"d45a2679-dccc-4f03-a1fa-ecf1ebedc5cf",1542388796940615680,"ebqsul3bm04gc03s6s1ds0i8vo","Jeremy Hill","jeremyhill","RBjeremyhill",2
"181",1,"CIN",2,2296,"Hewitt","Ryan","RB",89,76,76,85,72,78,76,68,77,19,18,19,19,71,71,39,82,11,93,85,79,65,48,68,62,60,61,70,75,71,66,65,10,10,29,45,22,10,25,67,75,68,25,25,70,6,15,10,10,10,76,254,25,6448,"67f3bea5-4ccb-43cc-8941-011ccdc1aec0",1542388796935372800,"a42neln97250jg9d0hopl2pl6g","Ryan Hewitt","ryanhewitt","RBryanhewitt",3
"159",1,"CIN",2,11945,"Burkhead","Rex","RB",33,72,81,90,68,88,68,72,77,34,33,28,26,54,62,44,91,65,87,96,88,66,76,84,65,76,81,53,54,52,59,65,20,20,20,35,15,12,20,79,76,66,20,10,64,45,40,42,35,45,70,210,26,5729,"83bb8d6b-597d-4a8a-8140-d900f0715b7f",1542388796831563776,"7uscrms3t9rm81ghu1dohq518s","Rex Burkhead","rexburkhead","RBrexburkhead",4
"202",1,"CIN",2,20142,"Peerman","Cedric","RB",30,71,90,95,75,89,74,63,75,20,21,14,14,29,46,32,91,64,84,88,84,52,79,74,60,83,84,29,29,29,55,35,10,10,32,39,27,28,20,64,71,65,20,20,79,35,30,20,15,15,70,212,29,2375,"4ab0d9d2-651e-4611-8f0f-e568c95856b1",1542388797038133248,"97k6tr5vjrrv7m54jq58r01feo","Cedric Peerman","cedricpeerman","RBcedricpeerman",5
"160",1,"CIN",2,17591,"Carson","Tra","RB",39,62,84,87,77,82,43,70,76,31,28,21,20,45,52,33,87,62,90,88,90,81,56,68,76,72,74,45,44,43,49,47,11,12,26,38,43,14,19,50,60,58,21,16,58,30,25,15,10,10,71,227,23,7940,"6670da74-9556-4361-85e7-ed62871da6f1",1542388796835758080,"5ah44ihp2s9oc3l2u0vqi7290s","Tra Carson","tracarson","RBtracarson",6
"218",1,"CIN",2,1507,"Williams","Shawn","SS",36,75,88,91,74,83,60,61,65,35,25,26,19,45,45,81,89,45,91,88,90,59,55,61,57,65,69,45,45,45,45,45,55,56,78,74,60,69,77,60,54,15,85,72,25,6,6,6,6,6,72,210,25,6681,"2e1c71d0-3166-44a0-81e4-0daf425a67ee",1542388797114679296,"m1e0iikuocvc5k0jnk3rm8i35k","Shawn Williams","shawnwilliams","SSshawnwilliams",1
"173",1,"CIN",2,17871,"Fejedelem","Clayton","SS",42,65,87,89,76,81,49,62,57,12,15,12,10,45,45,67,90,50,92,90,90,47,62,54,51,60,62,36,45,45,45,45,26,28,55,77,49,61,76,38,36,25,81,71,20,5,5,5,5,5,73,200,23,8002,"59203cbb-274a-45b4-8ab9-aad8e65587a6",1542388796896575488,"e91p4hm71tap2pa8l84l06p7dk","Clayton Fejedelem","claytonfejedelem","SSclaytonfejedelem",2
"171",1,"CIN",2,849,"Eifert","Tyler","TE",85,90,84,87,71,85,85,87,79,40,35,22,21,78,59,35,91,10,80,95,83,75,57,85,68,65,70,64,66,71,62,65,20,30,50,39,22,11,27,89,88,85,25,25,84,15,10,6,6,10,78,250,25,5786,"08531fd2-34a2-461c-bd05-8d80db157d0b",1542388796887138304,"l9lossfpu35e23esiqanrbbve8","Tyler Eifert","tylereifert","TEtylereifert",1
"194",1,"CIN",2,2480,"Kroft","Tyler","TE",81,71,81,86,69,80,53,80,65,40,35,22,21,64,76,35,84,10,85,84,62,63,65,71,57,65,70,63,59,61,55,54,20,30,42,35,22,10,25,68,80,70,25,25,86,15,10,6,6,10,78,246,23,7206,"a8029961-9034-43cd-a308-98bf67136a8f",1542388797000384512,"j968j5hf61q0eaoeirgjjeljhg","Tyler Kroft","tylerkroft","TEtylerkroft",2
"213",1,"CIN",2,2496,"Uzomah","C.J.","TE",87,67,85,89,71,79,51,70,72,49,45,22,15,74,60,54,81,10,88,84,82,69,63,64,66,65,70,76,67,66,62,61,10,10,49,47,16,15,15,65,77,44,12,10,66,45,35,34,35,40,78,265,23,7358,"4c49bdda-7089-4b84-9919-9318a4e000ce",1542388797090562048,"c40fiolmv9ltt13glk2jc6drqo","C.J. Uzomah","cjuzomah","TEcjuzomah",3
"179",1,"CIN",2,29351,"Harris","Clark","TE",46,56,73,81,74,69,68,67,65,35,22,29,18,54,62,39,70,10,88,80,81,46,25,39,40,35,45,63,59,64,55,59,10,10,44,10,40,25,35,60,66,64,12,35,33,6,6,6,6,6,77,250,32,4669,"e8e1ce19-7729-4c55-9ed0-664ef45f92ee",1542388796925935616,"e0ue731efamios1tuonk3bnubg","Clark Harris","clarkharris","TEclarkharris",4
"177",1,"CIN",2,10614,"Green","A.J.","WR",18,93,91,90,69,94,93,95,77,40,35,19,15,44,28,35,97,67,92,96,95,65,89,91,68,85,88,45,44,46,35,32,10,10,40,40,25,23,30,97,94,95,15,15,93,20,15,15,6,15,76,207,28,4372,"693ae29a-0a48-4c71-8571-28dfe94ea8c2",1542388796915449856,"s73vd5gh0tsia7coe94c2gadkc","A.J. Green","ajgreen","WRajgreen",1
"195",1,"CIN",2,9759,"LaFell","Brandon","WR",11,77,84,88,70,85,82,80,73,25,22,17,12,62,49,36,87,40,94,88,81,71,65,81,75,75,77,63,64,49,35,34,10,10,45,73,24,11,22,81,88,82,12,10,84,30,25,20,10,20,75,210,29,1829,"a6ff3fe7-a6f3-4821-8d7c-5a52ee8998aa",1542388797005627392,"qeimdcevgv4l1qu79d6uje04ss","Brandon LaFell","brandonlafell","WRbrandonlafell",2
"211",1,"CIN",2,20083,"Tate","Brandon","WR",19,71,89,92,66,87,79,74,69,25,31,33,15,61,40,32,91,80,79,87,90,69,86,85,67,84,85,45,50,50,40,40,10,10,42,28,26,18,24,80,74,68,15,25,65,15,10,6,6,10,73,195,28,2908,"968237b7-8021-4566-bdfe-b19bb191a06f",1542388797081124864,"91erccht1605f3sv4njh4lk3as","Brandon Tate","brandontate","WRbrandontate",3
"155",1,"CIN",2,17593,"Boyd","Tyler","WR",83,70,88,92,63,86,69,85,63,32,27,23,22,46,40,24,88,72,87,89,76,26,64,77,33,73,75,29,44,44,36,34,11,11,39,37,21,16,24,83,81,74,15,16,69,27,24,17,15,25,73,197,22,7903,"f3d6db1e-abdd-4909-81df-e0c09e1a2594",1542388796812689408,"tletpluhri8cv13hiurblvrqss","Tyler Boyd","tylerboyd","WRtylerboyd",4
"163",1,"CIN",2,17817,"Core","Cody","WR",16,65,90,92,67,88,56,75,63,29,27,11,11,57,47,21,87,59,88,89,75,45,63,74,42,73,78,33,53,51,39,37,10,10,26,38,25,20,25,85,78,62,12,10,76,15,10,6,6,10,75,205,22,7960,"f06eb93f-e6ed-418c-95d2-26d98a8b40c1",1542388796849389568,"vujv1p1h552aca0bbef724f3js","Cody Core","codycore","WRcodycore",5
"221",1,"CIN",2,2009,"Wright","James","WR",86,63,89,89,63,89,64,76,68,24,26,31,30,52,35,60,91,78,92,87,82,55,76,72,55,70,76,49,50,49,34,33,10,10,45,65,25,15,25,73,76,48,50,45,71,15,10,6,6,10,73,201,24,6968,"46430283-ab2f-47e8-9054-ffd19523efe7",1542388797129359360,"j6v3av5ukpqcvt5p6j4mjln6ag","James Wright","jameswright","WRjameswright",6
"207",1,"CIN",2,17630,"Russell","Alonzo","WR",17,62,91,88,60,88,41,77,63,35,31,23,22,47,36,31,74,65,90,90,70,51,76,79,54,78,80,45,44,44,36,34,11,11,39,37,40,16,24,77,62,79,15,16,70,15,10,6,6,10,76,206,23,8202,"f25d5ca0-2de8-482d-b212-2f2aafe511bc",1542388797062250496,"3in9isf1uu1mtr0f7p288084fs","Alonzo Russell","alonzorussell","WRalonzorussell",7
"149",1,"CIN",2,2469,"Alford","Mario","WR",15,59,93,87,65,95,53,76,53,47,42,21,18,40,25,35,84,76,91,88,68,32,85,80,35,85,79,32,35,33,25,24,10,10,30,40,25,12,25,65,71,52,15,15,54,15,10,6,6,10,69,180,23,6990,"4c2f43de-a2e3-4210-8c1e-9f6361d40e0a",1542388796785426432,"1qh02qb6n2urecdmb80j381ksg","Mario Alford","marioalford","WRmarioalford",8
"176",1,"CIN",2,17907,"Grant","Antwane","WR",82,59,81,82,70,80,41,75,64,29,26,23,22,41,38,27,82,48,91,90,80,45,74,74,55,79,81,24,44,44,36,34,11,11,27,37,40,16,24,69,75,75,15,16,69,25,20,18,15,15,72,202,24,8024,"85e26536-99bd-491b-a8a9-3e3ab4aeb60c",1542388796911255552,"qapds4fasdobm137jknku8s2ic","Antwane Grant","antwanegrant","WRantwanegrant",9
"401",1,"CLE",5,9922,"Haden","Joe","CB",23,86,89,91,61,97,82,78,60,35,32,10,11,45,45,60,94,25,95,98,89,35,87,83,15,82,88,45,45,45,45,45,55,48,51,85,82,86,86,60,45,20,72,95,25,6,6,6,6,6,71,195,27,1343,"cb94894d-bcf2-45ad-ba62-c77e1cf08f66",1542388797981851648,"ie5merm03kjfpo532mkpvhepfg","Joe Haden","joehaden","CBjoehaden",1
"442",1,"CLE",5,28236,"Williams","Tramon","CB",22,80,84,89,54,88,86,73,75,25,25,20,20,45,45,47,90,69,93,96,77,35,60,70,25,80,86,45,45,45,45,45,32,40,47,70,86,81,78,55,50,15,44,75,12,6,6,6,6,6,72,192,33,3230,"00156a4d-8027-41df-ae6d-18371d93bb16",1542388798173741056,"20m7nsb5v2njo9aa23ll3ia1fg","Tramon Williams","tramonwilliams","CBtramonwilliams",2
"441",1,"CLE",5,2301,"Williams","K'Waun","CB",36,77,87,91,38,92,77,65,60,36,36,26,26,45,45,57,88,45,91,92,74,25,72,65,30,70,72,45,45,45,45,45,30,37,37,71,77,82,77,64,55,32,35,64,39,6,6,6,6,6,69,183,25,7379,"fdc80cd1-4503-4ccb-8237-33a54bf6819e",1542388798169546752,"7aiacna22dbb2bqc6egv561v3o","K'Waun Williams","kwaunwilliams","CBkwaunwilliams",3
"397",1,"CLE",5,10867,"Gilbert","Justin","CB",21,74,93,91,63,91,65,75,65,26,24,21,17,45,45,53,87,75,95,94,84,25,76,81,39,72,83,45,45,45,45,45,35,44,43,64,65,77,82,70,60,19,45,74,24,6,6,6,6,6,72,202,24,6432,"f51262f8-7abe-42fa-a744-d2eca847e87c",1542388797964025856,"m1ps6kvtmcseqpo2brbteigrjk","Justin Gilbert","justingilbert","CBjustingilbert",4
"437",1,"CLE",5,1385,"Taylor","Jamar","CB",27,70,91,94,62,89,68,55,55,35,30,22,25,45,45,61,87,50,85,95,90,25,75,65,44,70,75,45,45,45,45,45,43,67,34,72,68,68,71,45,44,35,74,69,30,6,6,6,6,6,70,195,25,6276,"4cf97d0b-4228-464e-80e3-7a6cfcdd4957",1542388798150672384,"6t5fj1jb0b1pk972qdss56o1c8","Jamar Taylor","jamartaylor","CBjamartaylor",5
"390",1,"CLE",5,10851,"Desir","Pierre","CB",26,69,87,92,50,90,64,76,64,35,35,20,20,45,45,54,92,56,93,87,69,33,66,74,35,65,66,45,45,45,45,45,32,42,46,63,64,71,76,75,65,25,47,80,30,6,6,6,6,6,74,206,25,6966,"4fb18dab-a716-4994-b0fe-d9b8b71ec835",1542388797932568576,"muilvd3balivqjj2uv2fm252bg","Pierre Desir","pierredesir","CBpierredesir",6
"395",1,"CLE",5,2603,"Gaines","Charles","CB",43,67,90,90,49,88,65,68,60,20,20,22,17,45,45,39,84,72,87,91,80,30,74,71,25,72,80,45,45,45,45,45,25,31,30,62,65,77,71,60,54,39,35,46,41,10,10,10,10,10,70,180,23,7124,"46b87a77-e996-424a-8c94-55df3dddf4f7",1542388797955637248,"1pggnakn3t9angt6cunqui8ank","Charles Gaines","charlesgaines","CBcharlesgaines",7
"380",1,"CLE",5,17841,"Caldwell","Trey","CB",31,62,89,94,66,92,47,55,61,22,22,11,10,28,36,67,86,75,89,89,83,26,62,72,42,71,72,25,25,25,33,33,26,28,46,74,47,69,74,40,44,33,47,71,43,35,30,20,15,15,69,186,22,7931,"76df5262-276e-4110-836c-e15e59edda1b",1542388797885382656,"d93hhr870onqbn84j02cicoibo","Trey Caldwell","treycaldwell","CBtreycaldwell",8
"431",1,"CLE",5,2841,"Patterson","Eric","CB",48,61,88,90,70,83,55,50,52,30,30,20,15,45,45,46,91,70,88,89,78,41,57,50,35,59,70,45,45,45,45,45,44,52,61,69,55,72,69,54,50,20,57,44,15,15,10,10,15,15,69,200,23,0,"d5bff280-0ceb-4ab4-9c30-a2a369c2b755",1542388798123409408,"sku7jrke0o0qpaeb0du7glpbd0","Eric Patterson","ericpatterson","CBericpatterson",9
"379",1,"CLE",5,28823,"Bryant","Desmond","DL",92,77,71,82,84,62,80,36,35,19,19,27,24,45,45,84,65,10,85,77,75,15,10,10,10,10,10,45,45,45,45,45,86,62,76,82,80,25,41,12,10,10,83,10,12,6,6,6,6,6,78,310,30,586,"b3c640dc-b830-4bf7-8e0f-3191f4bcbb4b",1542388797881188352,"i8irktbqh2eged9ngt60n6cn98","Desmond Bryant","desmondbryant","DLdesmondbryant",1
"436",1,"CLE",5,2544,"Shelton","Danny","DL",55,72,51,74,93,55,73,25,40,27,16,35,25,56,45,87,79,10,90,74,85,50,10,15,49,10,10,55,60,55,55,50,76,47,82,86,73,15,20,12,10,10,80,10,12,6,6,6,6,6,74,335,23,7318,"8cab6e62-23b0-4d66-a790-a13882b46d11",1542388798146478080,"kifl18q5vg9872r33jh77703m4","Danny Shelton","dannyshelton","DLdannyshelton",2
"378",1,"CLE",5,12086,"Bryant","Armonty","DL",95,70,75,84,67,80,66,45,45,23,19,16,23,45,45,76,82,10,95,75,69,45,30,31,29,35,35,45,45,45,45,45,68,79,75,74,66,40,60,30,25,15,87,59,20,6,6,6,6,6,76,265,26,5725,"7aa2eb2a-5be9-45db-b0e0-3ef7b1306a28",1542388797875945472,"sdhr49grkcvmvhl5r9mf74ki6k","Armonty Bryant","armontybryant","DLarmontybryant",4
"406",1,"CLE",5,11611,"Hughes III","John","DL",93,70,59,75,85,64,74,25,40,25,25,20,20,45,45,81,81,10,91,75,74,29,12,15,35,10,10,45,45,45,45,45,66,79,78,84,74,15,31,15,15,15,66,15,15,6,6,6,6,6,74,320,28,5249,"da3b43c4-cca0-4123-a60e-fc5b4a709094",1542388798003871744,"oqjqtceq01ajd5p45a0k529u3g","John Hughes III","johnhughesiii","DLjohnhughesiii",3
"421",1,"CLE",5,2782,"Meder","Jamie","DL",98,69,64,73,85,74,69,35,40,28,19,17,16,43,45,67,60,10,91,87,92,44,12,14,19,10,10,61,49,49,45,45,84,57,75,77,69,25,43,15,15,15,74,12,15,6,6,6,6,6,75,308,25,7760,"21deb773-03ed-4d76-9f95-c15837748663",1542388798076223488,"ipv7ekem3gkp0s3a1iu7n4fmlo","Jamie Meder","jamiemeder","DLjamiemeder",6
"427",1,"CLE",5,17733,"Nassib","Carl","DL",94,69,78,87,75,77,62,47,33,22,20,20,19,38,28,71,76,9,89,78,86,26,28,29,33,24,27,36,44,45,46,44,80,69,75,78,62,33,40,42,39,14,74,26,17,6,6,6,6,6,78,277,23,8159,"d5e0d9c3-eedc-405d-bc38-d3a5bfe17394",1542388798104535040,"qiifnahdv76oseehgaff1nv5eg","Carl Nassib","carlnassib","DLcarlnassib",5
"386",1,"CLE",5,2551,"Cooper","Xavier","DL",96,62,77,85,81,71,54,52,55,10,8,43,41,55,49,73,79,10,92,83,80,39,34,40,45,44,40,51,54,53,50,47,76,68,65,76,54,15,30,15,10,10,78,10,12,6,6,6,6,6,76,300,24,7061,"06a306b4-b03f-4903-aa40-009cf947bc6d",1542388797914742784,"5egro6ajea2fktsh0uadhfsia4","Xavier Cooper","xaviercooper","DLxaviercooper",7
"404",1,"CLE",5,28526,"Hayden","Nick","DL",71,62,62,78,84,54,76,42,48,30,30,30,30,45,45,78,70,10,90,82,88,40,19,20,50,15,15,45,45,45,45,45,75,46,70,69,76,20,30,15,10,10,70,30,12,6,6,6,6,6,76,303,30,1447,"4e2065f9-50fe-477a-9f60-a83dd03d5a46",1542388797995483136,"vkapm2boep7p36c7jhg4l0r5vo","Nick Hayden","nickhayden","DLnickhayden",8
"371",1,"CLE",5,18018,"Adeyemi","Kenton","DL",97,60,75,82,85,68,43,36,41,23,21,17,17,44,44,76,75,9,85,80,80,29,15,18,25,17,16,45,46,45,44,45,77,58,75,70,43,18,26,16,14,13,78,13,15,6,6,6,6,6,76,291,24,0,"e1b571e9-c720-4bd1-82c3-2fe7d5f18b38",1542388797843439616,"qlmiqlerp4urnitb43jcvqgn8s","Kenton Adeyemi","kentonadeyemi","DLkentonadeyemi",9
"424",1,"CLE",5,10791,"Moore Sr","Rahim","FS",20,79,86,90,63,89,72,75,67,24,26,14,15,45,45,68,89,45,95,90,74,30,65,66,35,75,72,45,45,45,45,45,40,55,41,70,72,67,81,78,70,30,81,74,20,15,10,10,15,15,73,208,26,4436,"dfcea681-e29c-4c43-b424-84e430f56780",1542388798089854976,"8rgescqocno9dn0jqj89pb8foc","Rahim Moore Sr","rahimmooresr","FSrahimmooresr",1
"413",1,"CLE",5,12156,"Jones","Don","FS",35,70,90,92,64,90,56,56,60,20,14,25,15,45,45,68,97,40,91,88,69,25,65,49,40,71,75,45,45,45,45,45,35,54,59,65,56,74,70,40,35,15,82,72,12,15,10,10,15,15,71,205,26,6760,"cebb6fd8-5da3-47c4-9c52-849308b9c338",1542388798037426176,"snb9p4crepo2u2fbvuh5uq5m6k","Don Jones","donjones","FSdonjones",3
"433",1,"CLE",5,12280,"Poyer","Jordan","FS",33,70,86,92,64,85,63,72,65,30,30,25,25,45,45,52,79,65,92,93,74,25,45,60,15,65,66,45,45,45,45,45,40,44,44,74,63,75,78,65,45,35,50,69,15,6,6,6,6,6,72,191,25,6322,"1f63e8f5-3061-4be6-be35-9a67639318e0",1542388798132846592,"tf1ehvkvqgdgstq9363rc3t9qs","Jordan Poyer","jordanpoyer","FSjordanpoyer",2
"374",1,"CLE",5,2213,"Baker","Sean","FS",40,67,81,86,74,80,61,66,60,30,30,25,25,45,45,75,83,55,93,91,87,49,42,50,39,55,54,45,45,45,45,45,49,52,57,70,61,56,68,35,45,30,73,45,30,10,10,10,10,10,72,209,27,6774,"a6696c12-4afb-4e5d-8577-38a76eca7f2a",1542388797857071104,"n6rj58nhi5g8ntclggancaenro","Sean Baker","seanbaker","FSseanbaker",4
"385",1,"CLE",5,2259,"Coons","Travis","K",6,76,73,75,41,64,60,34,40,29,22,87,86,24,16,33,49,10,95,88,65,25,35,22,10,35,30,10,10,10,10,10,10,10,15,19,6,12,12,12,10,10,12,10,12,37,33,27,10,8,73,200,24,7059,"386ad2a5-3446-44d2-ad2c-7611e58c1a9d",1542388797910548480,"e7jpav4shuf5c4bk1gplcnja60","Travis Coons","traviscoons","Ktraviscoons",1
"426",1,"CLE",5,2334,"Murray","Patrick","K",2,72,62,70,32,64,48,33,45,42,35,92,85,16,17,29,60,10,90,85,60,10,25,15,10,20,31,16,16,16,17,17,10,10,17,25,29,20,14,15,15,15,12,10,15,35,30,25,20,20,67,182,25,7249,"9e1db723-a009-4806-a064-18b004f56a0f",1542388798099292160,"detdh1jir77voo59n8l4uoo79c","Patrick Murray","patrickmurray","Kpatrickmurray",2
"417",1,"CLE",5,20140,"Kruger","Paul","LB",99,85,73,86,83,73,86,64,45,32,20,24,15,45,45,84,62,10,94,87,95,45,49,50,77,57,62,45,45,45,45,45,80,88,74,84,86,56,70,35,35,35,84,50,55,6,6,6,6,6,76,270,30,1822,"7074958a-76e3-4ac7-9f9a-bcade3fe9230",1542388798057349120,"c9qgkdusri1b54sdbp4fmkaavk","Paul Kruger","paulkruger","LBpaulkruger",1
"389",1,"CLE",5,11555,"Davis","Demario","LB",56,76,86,89,81,85,79,58,62,25,25,26,20,45,45,86,87,10,91,85,72,45,40,20,45,15,25,45,45,45,45,45,62,69,65,86,79,63,70,15,15,15,87,40,12,6,6,6,6,6,74,248,27,5132,"4c46ef5e-367e-4aa6-a8c1-8e60e9070207",1542388797928374272,"e751do2d5ur66r4ilb5liind08","Demario Davis","demariodavis","LBdemariodavis",2
"422",1,"CLE",5,1128,"Mingo","Barkevious","LB",51,76,85,88,69,84,71,53,55,25,22,19,14,45,45,82,91,10,90,95,72,55,60,48,49,70,45,45,45,45,45,45,74,80,74,85,71,62,68,47,35,15,82,65,25,6,6,6,6,6,76,250,25,5985,"5b3bd471-2b5c-4724-8cc8-fa885b95c6ad",1542388798080417792,"0mvfmqkndd4stnp3q4cravldfc","Barkevious Mingo","barkeviousmingo","LBbarkeviousmingo",3
"416",1,"CLE",5,2020,"Kirksey","Christian","LB",58,74,85,88,66,86,78,70,57,30,30,20,20,45,45,84,88,10,92,88,69,50,30,35,37,30,28,45,45,45,45,45,65,52,64,86,78,73,83,42,61,10,69,66,20,6,6,6,6,6,74,235,24,6481,"009f7bfb-819a-4f6c-938e-527df0315c67",1542388798052106240,"utt1qnkrlavj62hngvtnv3gm6o","Christian Kirksey","christiankirksey","LBchristiankirksey",4
"428",1,"CLE",5,17686,"Ogbah","Emmanuel","LB",90,72,85,88,73,83,60,46,33,22,20,20,19,31,20,81,86,9,90,82,90,29,26,33,31,26,31,42,44,45,46,44,83,72,84,81,60,49,61,17,17,14,83,22,17,6,6,6,6,6,76,273,22,8168,"9a252124-e0e2-4477-9517-b91f54cc793c",1542388798108729344,"movq36oklr3hfgrpjbms4ljjoc","Emmanuel Ogbah","emmanuelogbah","LBemmanuelogbah",5
"440",1,"CLE",5,14319,"Tuggle","Justin","LB",52,70,75,82,66,79,72,55,55,16,10,12,11,45,45,81,73,10,92,86,79,45,30,44,49,45,44,45,45,45,45,45,68,62,71,86,72,62,74,35,15,15,82,51,25,6,6,6,6,6,75,247,26,6918,"b305c58e-2597-476c-93f0-a01556bae1f1",1542388798164303872,"6fdqg0oo6nblj9qp5i775bhmhk","Justin Tuggle","justintuggle","LBjustintuggle",6
"444",1,"CLE",5,17766,"Wright III","Scooby","LB",50,68,78,84,76,78,69,53,44,24,20,20,20,36,27,79,87,11,82,83,85,41,33,45,42,32,41,47,45,45,45,45,68,55,77,78,69,63,66,50,59,35,84,49,39,6,6,6,6,6,72,239,22,8270,"d3899acf-52b3-4bdc-9318-eed98d1e7073",1542388798183178240,"jca7e2jmdvp3nb8qa2o1g83dkg","Scooby Wright III","scoobywrightiii","LBscoobywrightiii",7
"429",1,"CLE",5,2541,"Orchard","Nate","LB",44,67,79,86,76,75,73,65,63,36,32,25,24,45,45,65,81,10,92,89,83,35,30,25,29,45,35,45,45,45,45,45,62,81,74,74,73,46,51,20,15,15,74,24,25,6,6,6,6,6,75,255,23,7263,"a1e748ac-b49e-48b5-89ec-8a933568efc0",1542388798113972224,"2dc9g5bsk21261pfmoukpdupl8","Nate Orchard","nateorchard","LBnateorchard",8
"382",1,"CLE",5,11563,"Carder","Tank","LB",59,65,84,88,66,80,66,67,55,20,19,14,17,45,45,83,87,10,84,95,97,27,11,42,35,33,32,45,45,45,45,45,64,48,61,88,66,50,71,48,44,20,77,52,25,6,6,6,6,6,74,235,27,5094,"64a8e9bd-c8b4-4eee-9539-3565010a8054",1542388797895868416,"fvg77hucmqcptj7b44imf4pjqk","Tank Carder","tankcarder","LBtankcarder",9
"435",1,"CLE",5,17689,"Schobert","Joe","LB",53,65,80,87,76,79,60,54,42,23,24,21,18,33,37,70,84,10,91,86,92,30,29,33,36,26,31,31,44,44,44,44,60,59,72,81,60,66,74,29,31,17,76,42,22,6,6,6,6,6,73,244,22,8206,"e49fc617-634b-4be9-be3d-fa788740c759",1542388798141235200,"t1mlsim7h8p0olqjglurlslng4","Joe Schobert","joeschobert","LBjoeschobert",10
"409",1,"CLE",5,11520,"Johnson","Cam","LB",57,64,79,86,72,77,55,40,37,33,30,22,21,45,45,78,86,10,76,87,80,25,15,22,10,40,26,45,45,45,45,45,81,58,79,72,55,51,60,44,59,39,82,24,60,6,6,6,6,6,75,260,26,5271,"e66ce872-39ed-4d95-8e30-adb3792b1ada",1542388798018551808,"10qifn2tt7rcsn675d64sjl2a4","Cam Johnson","camjohnson","LBcamjohnson",11
"372",1,"CLE",5,17760,"Alexander","Dominique","LB",54,58,80,88,75,80,52,57,45,25,25,20,20,45,45,78,70,10,83,87,80,43,32,41,35,25,35,45,45,45,45,45,61,60,72,78,52,55,65,20,24,15,75,40,25,6,6,6,6,6,72,232,23,8278,"bb410a5c-15bb-4727-a58b-95d72fb5dd10",1542388797847633920,"15judggi7vuj3quvftqeofajas","Dominique Alexander","dominiquealexander","LBdominiquealexander",12
"439",1,"CLE",5,27901,"Thomas","Joe","OL",73,97,69,77,93,73,95,40,50,16,25,21,23,93,98,45,74,10,98,96,96,10,25,10,10,10,10,93,91,93,96,98,40,30,37,55,30,12,12,25,30,25,35,10,35,6,6,6,6,6,78,312,31,2949,"dbc623d6-4805-4d88-adfe-16d31f6e9d57",1542388798160109568,"62vut6j0ngo5ptktnb16r2hbvg","Joe Thomas","joethomas","OLjoethomas",1
